Information Type LHS,Information Type RHS,Relation
call types,application usage information,unrelated
call types,application version number,unrelated
call types,applications,unrelated
call types,approximate location,unrelated
call types,area code,unrelated
call types,bandwidth,unrelated
call types,battery level,unrelated
call types,brower language,unrelated
call types,browser information,unrelated
call types,browser language,unrelated
call types,browser type,unrelated
call types,browser types,unrelated
call types,call duration,unrelated
call types,call time,unrelated
calling-party number,access device,unrelated
calling-party number,access devices,unrelated
calling-party number,access times,unrelated
calling-party number,achievements,unrelated
calling-party number,ads clicked,unrelated
calling-party number,ads viewed,unrelated
calling-party number,advertiser id,unrelated
calling-party number,advertising id,unrelated
calling-party number,aggregated data,unrelated
calling-party number,android id,unrelated
calling-party number,anonymized information,unrelated
calling-party number,anonymous user usage data,unrelated
calling-party number,apple game center id,unrelated
calling-party number,application information,unrelated
calling-party number,application software,unrelated
calling-party number,application usage information,unrelated
calling-party number,application version number,unrelated
calling-party number,applications,unrelated
calling-party number,approximate location,unrelated
calling-party number,area code,unrelated
calling-party number,bandwidth,unrelated
calling-party number,battery level,unrelated
calling-party number,brower language,unrelated
calling-party number,browser information,unrelated
calling-party number,browser language,unrelated
calling-party number,browser type,unrelated
calling-party number,browser types,unrelated
calling-party number,call duration,unrelated
calling-party number,call time,unrelated
calling-party number,call types,unrelated
carrier network,access times,unrelated
carrier network,achievements,unrelated
carrier network,ads clicked,unrelated
carrier network,ads viewed,unrelated
carrier network,advertiser id,unrelated
carrier network,advertising id,unrelated
