Information Type LHS,Information Type RHS,Relation
postal code,geographic location,hypernymy
postal code,geographic location information,hypernymy
postal code,information,hypernymy
postal code,location,hypernymy
postal code,location data,hypernymy
postal code,location information,hypernymy
postal code,locations,hypernymy
postal code,technical data,hypernymy
postal code,technical information,hypernymy
postal code,technically gathered information,hypernymy
postal code,technological information,hypernymy
posted reviews,data,hypernymy
posted reviews,event,hypernymy
posted reviews,information,hypernymy
posted reviews,personal information,hypernymy
posted reviews,technical data,hypernymy
posted reviews,technical information,hypernymy
posted reviews,technically gathered information,hypernymy
posted reviews,technological information,hypernymy
preferred language,access device,hypernymy
preferred language,access devices,hypernymy
preferred language,computer,hypernymy
preferred language,computer information,hypernymy
preferred language,computer system information,hypernymy
preferred language,data,hypernymy
preferred language,device,hypernymy
preferred language,device-related data,hypernymy
preferred language,device-related information,hypernymy
preferred language,device-specific information,hypernymy
preferred language,device data,hypernymy
preferred language,device information,hypernymy
preferred language,devices,hypernymy
preferred language,information,hypernymy
preferred language,machine,hypernymy
preferred language,mobile device,hypernymy
preferred language,mobile device information,hypernymy
